pubid,preferred,year,date,title,name,name_1,type,research_orgs,times_cited,recent_citations,score,country,state,city,latitude,longitude,country_code,state_code
pub.1129493369,"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial",2020,2020-07-20,The Lancet,University of Bristol,Elsevier,article,"[grid.454382.c,grid.5491.9,grid.271308.f,grid.5337.2,grid.7445.2,grid.10253.35,grid.4991.5,grid.264200.2]",1234,1234,15501,United Kingdom,,Bristol,51.456390380859375,-2.6044440269470215,GB,
pub.1129493369,"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial",2020,2020-07-20,The Lancet,Public Health England,Elsevier,article,"[grid.454382.c,grid.5491.9,grid.271308.f,grid.5337.2,grid.7445.2,grid.10253.35,grid.4991.5,grid.264200.2]",1234,1234,15501,United Kingdom,,London,51.691043853759766,-0.11340100318193436,GB,
pub.1129493369,"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial",2020,2020-07-20,The Lancet,NIHR Oxford Musculoskeletal Biomedical Research Centre,Elsevier,article,"[grid.454382.c,grid.5491.9,grid.271308.f,grid.5337.2,grid.7445.2,grid.10253.35,grid.4991.5,grid.264200.2]",1234,1234,15501,United Kingdom,,Oxford,51.754344940185547,-1.2093130350112915,GB,
pub.1129493369,"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial",2020,2020-07-20,The Lancet,Imperial College London,Elsevier,article,"[grid.454382.c,grid.5491.9,grid.271308.f,grid.5337.2,grid.7445.2,grid.10253.35,grid.4991.5,grid.264200.2]",1234,1234,15501,United Kingdom,Westminster,London,51.498600006103516,-0.175477996468544,GB,GB-WSM
pub.1129493369,"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial",2020,2020-07-20,The Lancet,"St George's, University of London",Elsevier,article,"[grid.454382.c,grid.5491.9,grid.271308.f,grid.5337.2,grid.7445.2,grid.10253.35,grid.4991.5,grid.264200.2]",1234,1234,15501,United Kingdom,,London,51.427387237548828,-0.17451399564743042,GB,
pub.1139252270,Experimental Assessment of Carbon Dioxide Content in Inhaled Air With or Without Face Masks in Healthy Children,2021,2021-06-30,JAMA Pediatrics,Poznan University of Medical Sciences,American Medical Association (AMA),article,[grid.22254.33],2,2,15296,Poland,,Poznań,52.409442901611328,16.918888092041016,PL,
pub.1126753049,In Pursuit of PPE,2020,2020-04-17,New England Journal of Medicine,Baystate Health,Massachusetts Medical Society,article,[grid.476946.e],49,49,15024,United States,Massachusetts,Springfield,42.108737945556641,-72.594062805175781,US,US-MA
pub.1132629215,"Covid-19: politicisation, “corruption,” and suppression of science",2020,2020-11-13,The BMJ,British Medical Association,BMJ,article,[grid.431398.4],38,38,14997,United Kingdom,,London,51.525722503662109,-0.12857499718666077,GB,
pub.1129357618,An mRNA Vaccine against SARS-CoV-2 — Preliminary Report,2020,2020-07-14,New England Journal of Medicine,National Institute of Allergy and Infectious Diseases,Massachusetts Medical Society,article,[grid.419681.3],1627,1626,14644,United States,Maryland,Bethesda,39.066646575927734,-77.111831665039062,US,US-MD
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Huazhong University of Science and Technology,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Wuhan,30.508182525634766,114.41474151611328,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Peking University People's Hospital,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.937652587890625,116.35475921630859,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Center for Life Sciences,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.917293548583984,116.40158081054688,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Peking University First Hospital,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.932243347167969,116.381103515625,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,China-Japan Friendship Hospital,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.974925994873047,116.427001953125,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Tongji Hospital,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Wuhan,30.578750610351562,114.26175689697266,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Tsinghua University,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,Beijing,Beijing,39.999584197998047,116.32541656494141,CN,CN-11
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Capital Medical University,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.865432739257812,116.35283660888672,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Zhongnan Hospital of Wuhan University,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Wuhan,30.554094314575195,114.35368347167969,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Jinyintan Hospital,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Wuhan,30.66705322265625,114.28695678710938,CN,
pub.1124290823,"Clinical features of patients infected with 2019 novel coronavirus in Wuhan, China",2020,2020-01-24,The Lancet,Chinese Academy of Medical Sciences & Peking Union Medical College,Elsevier,article,"[grid.12527.33,grid.452723.5,grid.33199.31,grid.413247.7,grid.412793.a,grid.507952.c,grid.411472.5,grid.415954.8,grid.24696.3f,grid.506261.6,grid.411634.5]",26959,26930,14626,China,,Beijing,39.911491394042969,116.41478729248047,CN,
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,National Sun Yat-sen University,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,Taiwan,,Kaohsiung City,22.626667022705078,120.26583099365234,TW,
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,University of North Carolina System,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,United States,North Carolina,Chapel Hill,35.904914855957031,-79.046920776367188,US,US-NC
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,University of Colorado Boulder,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,United States,Colorado,Boulder,40.007366180419922,-105.2652587890625,US,US-CO
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,Virginia Tech,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,United States,Virginia,Blacksburg,37.220008850097656,-80.424087524414062,US,US-VA
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,Technion – Israel Institute of Technology,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,Israel,,Haifa,32.777500152587891,35.02166748046875,IL,
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,Scripps Institution of Oceanography,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,United States,California,La Jolla,32.865436553955078,-117.25362396240234,US,US-CA
pub.1140672843,Airborne transmission of respiratory viruses,2021,2021-08-27,Science,University of Pittsburgh,American Association for the Advancement of Science (AAAS),article,"[grid.217200.6,grid.412036.2,grid.266190.a,grid.6451.6,grid.410711.2,grid.438526.e,grid.21925.3d]",47,47,14310,United States,Pennsylvania,Pittsburgh,40.443504333496094,-79.9615249633789,US,US-PA
pub.1141870334,SARS–CoV–2 Spike Impairs DNA Damage Repair and Inhibits V(D)J Recombination In Vitro,2021,2021-10-13,Viruses,Umeå University,MDPI,article,"[grid.12650.30,grid.10548.38]",2,2,14292,Sweden,,Umeå,63.821567535400391,20.310623168945312,SE,
pub.1141870334,SARS–CoV–2 Spike Impairs DNA Damage Repair and Inhibits V(D)J Recombination In Vitro,2021,2021-10-13,Viruses,Stockholm University,MDPI,article,"[grid.12650.30,grid.10548.38]",2,2,14292,Sweden,,Stockholm,59.365276336669922,18.058332443237305,SE,
pub.1142404473,"Laboratory-Confirmed COVID-19 Among Adults Hospitalized with COVID-19–Like Illness with Infection-Induced or mRNA Vaccine-Induced SARS-CoV-2 Immunity — Nine States, January–September 2021",2021,2021-11-05,MMWR Morbidity and Mortality Weekly Report,Regenstrief Institute,Centers for Disease Control MMWR Office,article,[grid.448342.d],9,9,14205,United States,Indiana,Indianapolis,39.781513214111328,-86.166885375976562,US,US-IN
pub.1129597854,Outcomes of Cardiovascular Magnetic Resonance Imaging in Patients Recently Recovered From Coronavirus Disease 2019 (COVID-19),2020,2020-11-01,JAMA Cardiology,University Hospital Frankfurt,American Medical Association (AMA),article,"[grid.448878.f,grid.411088.4,grid.10438.3e]",903,903,13944,Germany,,Frankfurt am Main,50.096473693847656,8.6613330841064453,DE,
pub.1129597854,Outcomes of Cardiovascular Magnetic Resonance Imaging in Patients Recently Recovered From Coronavirus Disease 2019 (COVID-19),2020,2020-11-01,JAMA Cardiology,University of Messina,American Medical Association (AMA),article,"[grid.448878.f,grid.411088.4,grid.10438.3e]",903,903,13944,Italy,,Messina,38.192691802978516,15.546197891235352,IT,
pub.1129597854,Outcomes of Cardiovascular Magnetic Resonance Imaging in Patients Recently Recovered From Coronavirus Disease 2019 (COVID-19),2020,2020-11-01,JAMA Cardiology,Sechenov University,American Medical Association (AMA),article,"[grid.448878.f,grid.411088.4,grid.10438.3e]",903,903,13944,Russia,,Moscow,55.728057861328125,37.575000762939453,RU,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Newcastle upon Tyne Hospitals NHS Foundation Trust,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Newcastle upon Tyne,54.976863861083984,-1.6461999416351318,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,University of Hull,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,Kingston upon Hull,Hull,53.770263671875,-0.3671410083770752,GB,GB-KHL
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Aneurin Bevan University Health Board,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Newport,51.613399505615234,-2.9671399593353271,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,University of Southampton,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Southampton,50.93463134765625,-1.3959499597549438,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Hospital de Clínicas de Porto Alegre,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,Brazil,,Porto Alegre,-30.037975311279297,-51.207469940185547,BR,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,University of Cape Town,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,South Africa,,Rondebosch,-33.957500457763672,18.460556030273438,ZA,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,University of the Witwatersrand,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,South Africa,,Johannesburg,-26.190832138061523,28.030277252197266,ZA,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Soweto CTC,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,South Africa,,Soweto,-26.267045974731445,27.877719879150391,ZA,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,AstraZeneca (United Kingdom),Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Cambridge,51.519588470458984,-0.18164600431919098,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,St Thomas' Hospital,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,London,51.498817443847656,-0.11910080909729004,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,North Bristol NHS Trust,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Bristol,51.498706817626953,-2.5943069458007812,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Newcastle University,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Newcastle upon Tyne,54.978000640869141,-1.6150000095367432,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,University of Bristol,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,Bristol,51.456390380859375,-2.6044440269470215,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,National Institute for Health Research,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,United Kingdom,,London,51.502704620361328,-0.12534999847412109,GB,
pub.1133359801,"Safety and efficacy of the ChAdOx1 nCoV-19 vaccine (AZD1222) against SARS-CoV-2: an interim analysis of four randomised controlled trials in Brazil, South Africa, and the UK",2020,2020-12-08,The Lancet,Federal University of Rio Grande do Norte,Elsevier,article,"[grid.7836.a,grid.415052.7,grid.8991.9,grid.418484.5,grid.9481.4,grid.411249.b,grid.411239.c,grid.10025.36,grid.477887.3,grid.11951.3d,grid.420004.2,grid.412563.7,grid.417815.e,grid.451056.3,grid.2515.3,grid.11956.3a,grid.511123.5,grid.31410.37,grid.500643.4,grid.264200.2,grid.11835.3e,grid.5491.9,grid.8532.c,grid.417068.c,grid.439475.8,grid.411233.6,grid.464526.7,grid.512085.b,grid.414449.8,grid.425213.3,grid.5337.2,grid.472984.4,grid.414171.6,grid.5335.0,grid.24029.3d,grid.8756.c,grid.412939.4,grid.430506.4,grid.4991.5,grid.442019.a,grid.1006.7]",1971,1970,13714,Brazil,,Natal,-5.8393106460571289,-35.2001953125,BR,
